,Keratinocyte_Cornified,Keratinocyte_Granular,Keratinocyte_Spinous,Keratinocyte_Basal,Melanocyte,Fibroblast_Papillary,Fibroblast_Reticular,Endothelial,Pericyte,Sebocyte,Sweat_Eccrine,Sweat_Apocrine,Hair,Adipocyte,Langerhans,Macrophage,T_Cell,Mast_Cell,Sensory_Corpuscle
LIN_sensory_128,0.22496190535483948,0.18307486361049788,0.1154271226061068,0.3340053649508129,0.40648128547863444,0.13185783198452952,0.8083283591743717,0.15196081372918646,0.121981599747649,0.20406154974751292,0.0584893738564608,0.2486384254923908,0.1182197505248506,0.19676778993053773,0.20773632550139268,0.33105246210910344,0.31439791888686136,0.1750026040197795,0.606113511866333
MRK_Fibroblast_Reticular_081,0.34256573844601595,0.30683573878375237,0.7401555850324459,0.8672671189826922,0.38353605790546824,0.572193102524095,1.1428517533979514,0.09777982179515089,0.7012706848325301,0.197171124102831,0.24776422728036537,0.10048775177648961,0.22222865565267286,0.4864279511291571,0.1625101862563816,0.5725325872000692,0.32452776378287135,0.19544101526686927,0.20222677279265272
WEAK_116,0.007788637071230761,0.014180557024236385,0.017898780653476654,0.029336455428973337,0.0375132714564341,0.006532156075548318,0.4394595765136118,0.011156279252889303,0.1017274449252298,0.01868000632696189,0.013138406152323135,0.040550450715540705,0.07273617043787409,0.012623164582247349,0.01346094113747155,0.011638625487602182,0.010397463721359008,0.4169109148685484,0.03648654984304254
MRK_Fibroblast_Reticular_068,0.07754071128497693,0.16475399897609866,0.07491192400535025,0.045738309133496635,0.12923366793988175,0.19118890690079252,0.3184913359842593,0.11624809833815891,0.0942136990622576,0.09103499231819388,0.12048546399750742,0.03287109071565779,0.09051638663992247,0.12990363579284978,0.07428352066722818,0.10969647989473234,0.08486445035955648,0.14384333712997027,0.1251431612255437
WEAK_173,0.02661923959324622,0.04994092363466557,0.02138817120681629,0.28816520458110184,0.04446506979253908,0.47846499100699896,0.06954792963502361,1.7043266731399866,0.07105929322768681,0.047726305469145996,0.04713139108893091,0.042928968422170956,0.05543637791856036,0.08444342459658329,0.0388181941504737,0.6669241109232513,1.6500758112973477,0.03205224706098272,0.02814772854249397
WEAK_069,0.051180677521561066,0.03566901540055098,0.012041888658052174,0.0679141017693037,0.06255269699331913,0.01188014824392941,0.3231957052310658,1.0078985718536597,0.03273664382084153,0.016151008877484364,0.57545257183698,0.013027039926029662,0.016635985522393693,0.022678776854444315,0.020562446882977824,0.011235340768010648,0.755998332408514,0.008217652091662326,0.010594030330962683
LIN_hair_242,0.3070299485921976,0.7801132706755315,0.1782762580156269,0.6519926955869204,0.4417082868468111,0.965620608493123,0.49726719299122474,1.494449039686408,0.2755020592141241,0.25384669036932883,0.17983282524270736,0.45149293425094,0.9429883707293159,0.5801418477995831,0.29955958542572175,0.3278735691034124,0.5774743213671727,0.41699133770992075,0.7031549715606437
WEAK_014,0.04336483460377927,0.4193895874528844,0.020432949434364186,0.01158065742778227,0.029797020742997338,0.016134293192003518,0.02864237092329535,0.5514539711746561,0.024865635201533447,0.05098545477143698,0.021365976055668794,0.020103453342081825,0.33602155046693033,0.023497364324647038,0.023800572529967267,0.014954326709083464,0.5363377067017916,0.048438400091914476,0.4857271933074392
MRK_Endothelial_095,0.12504485073203575,0.1943585152093928,0.29596320223038775,0.5479709454374122,0.046502253144559726,0.18580236764399805,0.21076672906905614,3.1706708363757454,0.16703536682302828,0.18055288526145968,0.0688188652384602,0.20539323445395063,0.1281941758617307,0.26499244141009565,0.10843251805448752,0.25579274978992494,0.10570138074976228,0.13905369517213284,0.19221579357577626
LIN_vascular_050,0.5453630901791016,0.13500990996601048,0.18703234960938414,0.10254006324029183,0.08819252463610339,0.16415634654882635,0.25010773551653676,0.9629892296967307,0.3408555308311459,0.2432134013573767,0.11733690214811386,0.026875411653259774,0.06504721325151372,0.19797648436903406,0.08977804989973513,0.1252655817571302,0.1805156377587984,0.06270270344893482,0.18328319143780675
LIN_vascular_137,0.04905217152458177,0.16190822643595157,0.04927921350133041,0.15060307888692792,0.07284289739248907,0.03940847708519127,0.08567617606281894,0.5244948533286836,0.44644580886287777,0.14009943494002972,0.1499137160916649,0.06129899080184068,0.16899940428514726,0.21447935601185536,0.07350711950921025,0.07675756176437273,0.09090703737505908,0.21504036971654844,0.3189010694625891
MRK_Pericyte_131,0.5457039692109287,0.6210384624176701,0.5747741115603819,0.41560860197769867,0.3118181237146196,0.8220273945808598,0.3304473739943548,1.545462206401058,0.9333298146681848,0.9793179913317737,0.37221793963141486,0.4509667374583331,0.42046836130502263,0.5453397765269451,0.11398966464368683,0.20968271998189222,0.40106570164070426,0.4766397348167651,0.32726951929224424
WEAK_002,0.0160410904116357,0.01848006943010486,0.05797914718822283,0.09118686162524278,0.019908295742770487,0.08880791026220694,0.03243227988438489,2.724586056926224,0.5777565444433246,0.6670295901211606,0.04554046528616961,0.09515209800193027,0.029180895006234518,0.0795886910154871,0.9702422767598394,0.05231000846529039,1.5546137281772205,0.046959606471173025,0.033013082749287374
WEAK_130,0.02011452548021075,0.13984707989356365,0.054026464038271806,0.3157188505562083,0.016009670262972037,0.015905347213220084,0.06649460399047954,3.3759185600131874,0.08463816279149504,1.5797574253807132,0.021716327302746224,0.016349134389715456,0.010564954458327195,0.02483895502895731,0.04285954051191356,0.7459611869180404,0.04931236417102152,0.05845468326997363,0.021642273106721406
WEAK_214,0.024165518430166195,1.3468161089985216,0.6834531312885552,0.03227107295348348,0.019640558008418442,0.012832341463369696,0.036351206046040765,1.8719359087167535,0.052377497532625224,0.011113763268777986,0.031750865444983484,0.02284756827369313,0.012943131232409923,0.007590262821232217,0.07810938168736778,0.010955133702718584,0.3050045046600399,0.03875102214624707,0.02779745790895492
LIN_vascular_064,0.3862297236519289,1.0329202661265844,0.30706067645736995,0.20063714524745843,0.5761829125522645,0.1943945212079285,0.26841091771105996,1.1246148357449113,0.4047180687234191,0.2653246131095207,0.1233280764785788,0.33844129525957833,0.37373636144162165,0.460403141488756,0.21354468222613104,0.12868421776622171,0.6029838709268142,0.4758067939962314,0.5302107727309687
WEAK_037,0.31799260261841605,0.0396524991225299,0.06784592121438955,0.013274315350942496,0.01642231998239663,0.02274327380226304,0.031626057353238375,1.9251896480453852,0.5972045391391488,0.008017672950991657,0.03303046566082254,0.028164791600079158,0.09558340848398357,0.06804975044075601,0.061948822675219915,0.025317066506321474,0.02194698330194413,0.021443884619555955,0.022593428247041494
LIN_adipocyte_075,0.20185674120180003,0.5629599179129549,0.27251649720877047,0.7955332978138393,0.6686563488731847,0.6360256912074227,0.5512156998342793,1.2375004219171888,0.4361049119348326,0.3790932505747156,0.3965957569799544,0.4380707837290505,0.6782822167322383,0.8219065709935903,0.9852819658406012,0.3579424372914001,0.8854225195416978,0.4193350838490423,0.39170623176117897
WEAK_095,0.05305122723614007,0.04785719553168718,0.029429633001088383,0.01836752401824159,0.010591698156900113,1.0245660407949142,0.02126073726456412,0.036204131355412304,1.0729944139161698,0.016369079080402003,0.019662336293266337,0.018691632267468977,0.021831548133393955,0.06333615252987473,0.005543414909888804,0.04860930802345051,0.03066990535216849,0.012661607378090352,0.014447836351722785
LIN_vascular_169,0.2876641246972106,0.24762397735429093,0.08810748187197376,0.28869499331972004,0.13259398206976608,0.05855640260194181,0.1760712397998721,0.12297465610821465,0.5626924334600928,0.15617277341992544,0.1953163137952489,0.12064110200307748,0.326769739678348,0.04766162374734606,0.12042270231005779,0.19128471806012742,0.19635701006174455,0.14942026388610846,0.3014246855261726
LIN_vascular_195,0.19368431350381676,0.36265980845120815,0.06327554295434105,0.08982701965545649,0.0592568020824218,0.1464983342790378,0.09966757848624434,0.5312720434018361,0.5630569704429013,0.14181001521487435,0.18241108458228683,0.19807859591498395,0.06479666114166804,0.19705551087486978,0.0693424466216269,0.16052134944457375,0.2044681109267005,0.1083300824281488,0.16202503785033714
LIN_vascular_066,0.17053830618911267,0.23677307503689096,0.19902038440377406,0.1978989058500935,0.13482335279007274,0.1823479090875542,0.1457927160335194,0.24278678979836554,0.2558319620444825,0.12712120724576653,0.07326234163107752,0.044318604537650914,0.08442501236926032,0.14548922065421974,0.11022075694056792,0.1022517078615186,0.08428620660015668,0.1441033258897081,0.1296141700673206
WEAK_182,0.03836328718736836,0.01056242765818158,0.019106772334831178,0.010865153802973843,0.019039968741656012,0.03206845200450848,0.30836294113063667,0.01769012872857215,1.2799546631911425,1.8463206015387723,0.011432370587241532,0.031061239501300575,0.018709493525790863,0.04093618225460967,0.01196583458760799,0.008757143420159432,0.04592103378254172,0.014370859787676243,0.02737329436530147
MRK_Sebocyte_058,0.1510195588996023,0.38936345146860474,0.09725060142809466,0.2923771097342952,0.16374953106888174,0.25123009102258625,0.2780304395145788,0.20173793036971494,0.43012672547103914,1.1328199182913798,0.3430053162946905,0.32141585672722234,0.7014293468782016,0.160249496796345,0.47583919567643845,0.16323155871897116,0.37639250658700235,0.2018831511389227,0.12381483621861297
MRK_Sebocyte_099,0.28114481660946805,0.3932329097627508,0.10070244486360816,0.13482052737437872,0.2612633557059025,0.2822253202295888,0.12266387927331768,0.22706819142731544,0.24087628597295585,1.164706494826867,0.845997602069657,0.6938090772887372,0.19789101147080548,0.5248387244241275,0.24082279525471395,0.26998453974756126,0.12817793493791727,0.20800823743065588,0.34612143581779053
LIN_glandular_196,0.17590901225028224,0.1351257984196967,0.2211942263878963,0.31691011766975863,0.1261364079955793,0.13833635547623868,0.20434945450144953,0.22073289417665137,0.112655909485805,1.7755469579004861,1.1331586676396783,0.48799055941254954,0.8124297871040902,0.3058101874404999,0.2135383666598355,0.3947707219856064,0.26401840911644964,0.293665425081962,0.19601202428268796
MRK_Fibroblast_Reticular_027,0.3137499283811215,0.49881443497157807,0.2044819093582185,0.10132988529565518,0.1770407632208815,1.0459169632506302,0.5673464666963287,0.20686463128270882,0.314449432359646,1.0579624690321041,0.3619424592271299,0.519828628311857,0.1931334309701185,0.33919388260263483,0.22073255054439272,0.09991553932466134,0.1896911982515293,0.19657713353210554,0.4663404897555019
WEAK_230,0.015316767611734018,0.026361210685057253,0.008148132316388485,0.3080298791980393,0.2793842583982277,0.03576740425706175,0.038071783792899674,0.01336828096352691,0.019804446051716836,1.2491111380297364,0.02112649176605877,0.010284834512911893,0.01468714838915565,0.028970496638983115,0.3887408100329302,0.018757861816266503,0.03746444854889885,0.02798964338388117,0.016195506260232938
MRK_Sebocyte_077,0.2577536247656599,0.1870288460294453,0.1583665186809266,0.21689361038409166,0.18172892906742796,0.07658300141864652,0.15677878774449192,0.890637920558687,0.1923247637886707,1.5080678027351881,0.5530880774771001,0.17093664303981,0.24896634005763746,0.2422838563870439,0.19163701030786218,0.2881793865989687,0.2679457478495638,0.29809512064376614,0.32495873826924365
WEAK_227,0.007049759913779725,0.02000541151686208,0.014948630735359797,0.007179354606593555,0.024376700604861152,0.0067593445475872555,0.025142253522088053,0.011505458047996055,0.026448286510005616,1.0066571578405417,0.011840239282241755,0.011850712627726447,0.18018014777222924,0.012384443125954403,0.014166786349270129,0.02100825774313551,0.012552886022386824,0.23784406426902185,0.7297069640141046
LIN_glandular_006,0.06556466004297946,0.13959114709464207,0.32039297814305306,0.15408969340546091,0.07466039915076865,0.20309493866767653,0.09271016032231884,0.20183010318395958,0.08793732129639102,0.32904081411843883,1.4046459667158893,0.31096744290359907,0.2278944269750483,0.0768325036721994,0.05245917555471466,0.09807311147846486,0.04633702065085047,0.08182780708714736,0.11802325648849288
WEAK_192,0.03196254860892707,0.017261679963790258,0.02084875929252973,0.024576912913676134,0.11852657909003306,0.025411235599298223,0.31322975415267323,0.19604176474828747,0.028722271778954724,0.040671851746996064,0.3928055940027048,0.11041304196329672,0.033644444241080214,0.024739996888765138,0.01547055267695577,0.03998386755195706,0.023660643913128766,0.0126404338371763,0.042313448427729425
WEAK_055,0.014387621276408111,0.01258563131291653,0.007169064849927449,0.010605346889931104,0.005634042523463408,0.05876825649479225,0.008053020671073476,0.005424922017749148,0.13648870286629217,0.024992393083764268,0.6386322555518215,0.31821001262120746,0.2931314171679146,0.005820568302211133,0.01096707694366877,0.00737724379824349,0.006367972921513392,0.0068803549622332965,0.018172422772900033
LIN_glandular_143,0.46591126508775926,0.40549895582152473,0.34564446543725513,1.049382828653629,0.5575151124946838,0.3152341021638533,0.2811251689784748,0.5070135461228843,0.16892834757558578,2.416314295652795,2.7378116878853658,0.7797919004428919,0.4629970720475972,1.116302096141173,0.21763150200237166,1.069233355146958,1.1763338485583807,1.1966201076870941,0.6729156435606451
WEAK_245,0.052083325939591085,0.22429878645866547,0.010692980126927857,0.9524311457590489,0.03760034505256821,0.03816707362434482,0.008224016561396425,0.06075921969840444,0.04044291043295768,0.024366441163431563,1.5482621529768512,0.021109507247144967,0.016144030269091263,0.6123965320106617,0.033579073125248146,0.03908132445698744,0.012168910451750165,0.050589949764953235,0.0277243986934827
WEAK_053,0.0403984917995123,0.029962385522058682,0.05974359163841177,0.11063409638317762,0.023443322086548094,0.03923516973642871,0.011806286389675506,0.010978388255534106,0.044361705129682974,0.01890947747346367,1.0732181529650169,0.6059762604506216,0.051479030116609106,0.03001074390164576,0.019844040681985274,0.03949716695648723,0.05600710578129652,0.5500242884845206,0.016144806247784388
WEAK_114,0.03687728773889458,0.10170664193915163,0.059561162954233506,0.02120881245354046,1.049417092640745,0.04341603915226119,0.18072909633558207,1.1783125862420047,0.009355889580107184,0.04936884665627495,2.65317206064087,0.042357938098276024,0.9368033792272928,0.03780100614524302,0.03224476679781617,0.03767228581514176,0.04338749763479643,0.040140765326188786,0.0249589942221138
LIN_hair_021,0.27634773259278933,0.15948282673942574,0.283345177975222,0.4265368961451243,0.21679937328978918,0.17918890748743413,0.10869984377377903,0.37990070711698576,0.14943824322022933,0.32352113354726075,0.7055566142974443,0.503965014614409,0.38627823927198573,0.6686445520139892,0.5390139300006401,0.6060803990502781,0.10265338757448528,0.2710313092969892,0.4361123232405529
WEAK_215,0.033297166309649635,0.6858108548951571,0.04608923884003662,0.03899702823349596,0.062002268833471874,0.027260807915748028,0.05272083142017642,0.854392275441918,0.14527859939966842,0.010351988636733237,2.235407531571199,1.0943589781472607,0.026148444463727397,0.014921179568443625,0.02023990638781517,0.024313081679560825,0.05618224053582667,0.03049014821815862,0.5374505497320563
WEAK_007,0.03833957403188862,0.009658162124926782,0.7386022800548843,0.021526736064942074,0.0433402714487211,0.021810924016470667,0.023389257680854373,0.0080289089417384,2.2138454591794168,0.03226129081644005,3.14867979037819,0.029157124605206974,0.014881475354893618,0.02657095504294705,0.029447410146167936,0.03818739247257069,0.015288719151977081,0.014796685383545465,0.02701878135430407
WEAK_032,0.04566898446257094,0.027951279128302156,0.09722129731282701,0.9272417186056449,0.044703388410561505,0.044466841609878925,0.07292804697796976,0.01940539370571686,0.01797392664629707,0.5072184474966925,0.04123337123542607,1.4746781189800537,0.03065382249894684,0.04054729204203178,0.46125989397391276,0.05317678470542267,1.0934898441501715,0.0388324356029947,0.011135512194503094
LIN_adipocyte_096,0.4693234501997327,0.22161496372203532,0.23685529713442344,0.43881420207423844,0.8585100603126112,0.6819821336960543,0.1630738070803069,0.36940050365966415,0.326185002469256,0.9492694357228781,0.35815093491277866,1.8367952980251252,0.9047942645581707,0.9001387101369254,0.7031168011317706,0.795348291285686,0.6024637352344023,0.7410731597801414,1.164271961557103
HK_254,0.7858470721458419,0.2956514497181237,0.8751560140345155,0.983827839722113,0.12619016425398447,0.9825027366630288,1.1539857160326858,2.0543890457704332,0.6304653692434758,0.7161841482767115,0.9314836484756258,3.355799607672822,1.9416718204207941,3.046417405044921,0.614016356180554,0.9317780229209703,0.839108544661464,0.46328581226968574,1.0009572183048983
HK_259,0.8977406711006494,0.8575486628193026,1.1638935528842687,1.104852153125102,0.6081022179656655,0.9399639180946,0.32256314727126645,0.5847395323309409,0.2925921253278551,1.3113115209151462,1.2355260067252505,3.1499859489651034,0.8202155068775421,0.6317294735381352,0.8012305572722278,0.4330505653030362,2.4716913600201256,0.7692898407126161,0.9111882772513363
WEAK_138,0.7310648892743447,0.012779251361502918,0.03816546995496409,0.022293851322156055,0.016499893875080583,0.006319512235941798,0.02419777921260988,0.003251385922779569,0.013529963723715023,0.027292714913833303,0.016880469621811948,1.034609013332201,0.05353797305245612,0.013126158399886165,0.005848054028196942,0.029869040034298203,0.03519147585048721,0.0037488665927626797,0.014147162332318542
LIN_glandular_178,0.14277966229605163,0.11681063620048138,0.14951884860820883,0.19335945078399408,0.3177038103299342,0.20677165972085554,0.425075533379505,0.21672815910588902,0.17749072227527735,0.5504450338324852,0.349750401099745,0.7094032440467962,0.6898153362235133,0.3501505190654321,0.3548752747343798,0.20653032210196953,0.1946766926272437,0.49500445206171234,0.3564760489926393
LIN_glandular_179,0.3383043905740624,0.23221211206645023,0.34013351447473456,0.8120150505828497,0.32589357284988696,0.6572051379322497,0.16525203935582836,0.4260603811090384,0.9943925534208643,1.6638803596598652,1.510855382218888,2.7205136589957006,0.1475847738472151,0.34721967827322164,0.41612044653882835,0.8775771456292105,0.22207263697862772,0.890233489555995,1.1582812597905117
WEAK_070,0.0247489707974638,0.025862788148994356,0.6369428841139936,0.01600729383179644,0.046844868527775266,0.6106537800399028,0.04583667441507314,0.026260256442974833,0.035682369047487526,0.7173933604464019,0.04758628783329798,1.4085519023123598,0.019075672649393246,0.027822234075946296,0.014951208383346666,0.06132983801606809,0.6947003521162722,0.02062740999647662,0.013133993533822696
WEAK_140,0.08046088762569223,0.023537581155214114,0.5517684592647026,0.015252101425151049,0.01956406350183595,0.40922461682130884,0.08307236063382492,0.5613470183126598,0.03683700060955963,0.6443812303233962,0.028625643644584788,4.164980435246774,0.02411493537733664,0.018022783046246056,0.01662530272573183,0.015236679432038429,0.03299947784355884,0.03699390740976824,0.020540754300826948
HK_208,1.1611353901412098,0.592600829695577,0.2994473995367544,1.014010704253574,0.5855388709879181,0.4934619678905396,0.7485050539121141,0.28258985529254654,1.7144010524354545,1.4756303863487916,0.8781461263453398,3.855736876787983,1.8345989426456741,0.45250447436143404,0.9454614724966066,0.728082758145212,0.3212813313504841,1.1432880680520643,0.5185494573938721
WEAK_043,0.013740005628850546,0.013861184261162712,1.5282396224642383,0.020050593892396353,0.03159204601011901,0.018160026323432346,0.31848253061822124,0.032488906041945834,0.6553121922745792,0.02086375575923958,0.021727309991354013,2.76591882341379,0.03225604755894236,0.04443703738343581,0.010028325894413194,0.023068715691379832,0.04147294995244641,0.02972858323022163,0.036038813149868114
WEAK_200,0.006601844268553355,0.019018576148542268,0.05620780466671313,0.06305384349243831,0.04199863929694988,0.06143382189363683,0.8596881264707571,0.026715458339915253,0.0247377571690209,0.007675742512047571,0.08732333616797437,1.0997238038527672,0.8588203623117041,0.06046107718465965,0.014259999368073978,0.033809563487954816,0.03060642442335579,0.05089784816009083,0.01290727957402042
WEAK_078,0.024570883383229106,0.014340228440148923,0.01541802372294618,0.4795786655484658,0.06024425956301001,0.8071599017671793,0.7386383519812165,0.05510502883117829,0.01814980518600656,0.014224873717531306,0.016776055038719435,0.040607222108372316,2.3377106498615015,0.01605391699387463,0.04560113111790547,0.02692309366679295,0.02698897545573983,0.3621365074404492,0.03519678801447587
LIN_hair_216,0.8724892061740429,0.1623895280668616,0.4391248920589526,0.20559631489623217,0.23663442432835946,0.7338557471661065,0.3361305989322749,0.12556243159845093,0.10491106236129374,0.33359844412879036,0.27264453285749535,0.4035918690661543,1.174092465144656,0.4143641369616783,0.14527278888962422,0.15159990890972036,0.06563353680885776,0.15218120689513323,0.6029234695004411
WEAK_038,0.05029803439843691,0.029603162250845905,0.9157079505148402,0.019595046714267633,0.09769208510027882,0.048576498020402564,0.024574360435732613,0.045200619116070304,0.0325404993911286,0.04196899873971672,0.0264351846760872,0.012860608222826057,1.3726592473995425,0.03588139422836514,0.045913129419628565,0.03130137950603075,0.04705316586838445,0.05780326367807664,0.02584217658705404
LIN_hair_093,0.43835730534678563,0.2604723379878062,0.7170744278890969,0.39108417921186667,0.16400286970317687,0.2280025121325742,0.28382088449178894,0.21402774911104094,0.18294224875788054,0.09245268785869938,0.22473757802428615,0.6739871892647353,3.098549235385683,0.412523025482228,0.2452169156348031,0.3057506691659379,0.358760066646845,0.2405727561388923,0.4093446970988961
LIN_hair_191,0.3655043300475601,0.21614967485501985,0.0980443060316021,0.20069251405593574,0.1660047177448023,0.1883234212983288,0.16551928391403137,0.25867433562222475,0.3377908561046051,0.2460143882910405,0.3351186683142162,0.24033247993944146,1.0480879206436464,0.08390229846197678,0.5839142426924901,0.18190684728319229,0.22990078122001179,0.5026793741541872,0.2601688084391823
WEAK_181,0.06254544060725645,0.018831450505337917,0.8426548261492516,0.01459208619133716,0.07844189917954753,0.05112539436345787,0.023311577871166014,0.05384301330930182,0.037129383867461216,0.03644108495274826,0.02648185939399717,0.062024051250643246,1.8923989649304986,0.9190485010035573,0.030440962356488906,0.8767759145016016,0.025330909037095648,0.01935203140555355,0.09862902715485444
MRK_Hair_116,0.12431710432599452,0.11450956594471529,0.23779649508532377,0.15400782866997986,0.08280087810955795,0.07415908468168718,0.135475089716895,0.04765796753402837,0.21583214468190676,0.08276255882177047,0.21251411777615123,0.05808061311079186,0.3417294875902573,0.11045510783029698,0.14206389493830246,0.12972310624138897,0.08905621640910004,0.07062199724229268,0.2160168790465867
LIN_hair_009,0.21341372188922672,0.10416258524490003,0.10106824644155647,0.15311305016309285,0.20326363849551235,0.24405420578261164,0.24074598509694728,0.32011980985522975,0.13410964899120503,0.09268981987062748,0.07018423881472571,0.22608200921072646,0.5698505199190809,0.21209278865795894,0.1826720395292719,0.3796639417357828,0.07923186765140151,0.21157045964276788,0.09753063037299722
MRK_Hair_051,0.20584622007105405,0.11470602517391003,0.6409611713673075,0.4104520984326276,0.24617816179774749,0.14700080636890728,0.16167186469985725,0.3178191398792163,0.1906438621551648,0.1420007750527323,0.18383765691467577,0.2782853608453208,1.6625741016109656,0.45177228764294436,0.08527693015082201,0.6340853445830997,0.45129890914776283,0.2783151122919885,0.24426436371377283
HK_163,0.9363468706780709,1.3478966713316822,0.6301487780106406,0.9754575476974852,1.5199746637972036,0.8887276417049973,0.9520293885836075,0.7615454858896528,2.332039546814752,2.883359523941332,1.3621055024235147,1.1098550544926697,5.530071039899511,1.0165575197672438,0.8789273506013849,1.1141204103840163,0.7196190182799156,3.336035735355471,2.292438405635981
MRK_Hair_028,0.6821703856455514,0.2087693032571749,0.4768652996828328,0.5360126255199101,0.30447864294473986,0.4930356009684085,0.2793282040671493,0.43046609303579564,0.2727035836824837,0.801395848272727,0.15409306565279673,0.6520765868908442,3.2259371976723656,0.9456585535541259,0.7006359267864665,0.20038766429848479,0.15384587479802236,0.9426509163665877,0.555260438786988
WEAK_205,1.4103460876418208,0.07484249573372484,0.053975849985743535,0.027056503093457515,0.6693832414150016,0.053786217763414065,0.05071930025921724,0.04899783054965379,0.0403040889586899,0.06958546999425969,0.2407271561709257,0.14265325464668976,2.6395968911182477,0.047191343878477766,0.08134306623311986,0.028890353004276913,0.08134042359113876,0.03758506363440076,0.022464488115774266
LIN_hair_033,0.5749328213507742,0.7710250935585685,0.3945873450768673,0.1788166511852364,0.7192027717163235,0.4054315360770846,1.182426836253456,0.33891107871342113,0.2637888075483174,0.5979576601974039,0.6406230903925021,0.4578335697549616,2.1387143361995347,0.5158477544864345,0.5046566467512998,0.27870843639984905,0.5245242460514657,0.27379197737633965,0.6695079874206764
MRK_Hair_076,0.26661099510469277,0.049948753061604685,0.20077335399963775,0.1316845762165656,0.23633796377284408,0.22510190292502374,0.2853286319503017,0.8762145071022029,0.2514556524029068,0.08501612563571095,0.5075568536902482,0.0537847747090413,2.6612843328148386,0.13971494265702955,0.24311408536945103,0.6048522920881172,0.523595614662813,0.20576529949914196,0.4172647777857412
WEAK_221,0.027513640871943863,0.019085170736640723,0.018837595506249163,0.020011550403406294,0.03254304368262739,0.01903858140715997,0.026962767421848756,1.2981885227831558,0.02802580822425385,0.9466162055480831,0.019932302711707865,0.01890288389089375,0.026705282767505705,1.4887715106853872,0.12157527173781661,0.007970199211393546,0.4693048018954803,0.042522261766932135,0.08122124708111225
WEAK_048,0.01311993934381747,0.08035280264926559,0.04004547052300758,0.028076371009825487,0.021279099447757827,0.015357831139603791,0.02371517252448208,0.03422225783611354,0.020911059620869595,0.06024629963485929,0.08131000177402614,0.5758274844190376,0.011586591303668686,1.1137498411504392,0.036126883870205906,0.1907832281330219,0.026248997081829643,0.0159532830123305,0.12506044081481785
WEAK_175,0.017457798519478276,0.24405555522176534,0.020829615564422237,0.021557285498408223,0.01319332096197126,0.014128179469513289,0.01517114874436937,0.008513245729232713,0.22179701011414846,0.01203428140055014,0.024488021215569013,0.02268476634271609,0.026937208549875007,0.29430203861886756,0.018429384809633256,0.014659763824350129,0.00881448017145513,0.055385787008048006,0.004553444921296855
MRK_Adipocyte_069,0.2844740543504606,0.5426009466434308,0.3063510007848783,0.5486210851754958,0.9842829347792713,0.47152824058126713,0.23984905068041654,0.7893380076336628,1.1013119246949783,0.5000368570666964,0.6832451089049942,0.4563828247272587,0.3639596068431911,2.582005986749437,0.42202923288608996,0.3548742164639364,0.3087042739227109,1.0597100047382624,0.3470044612352601
WEAK_168,0.06218740039933193,1.755114939073271,0.05680898772068932,0.04444179195996638,0.036118580622555574,0.01769537578237287,0.14825102065020312,0.032106381142019226,0.16375940239384593,0.010634799781910544,0.021974379003469442,0.027796719002215392,0.023526601209247575,2.0082674526490214,0.04976864283104789,0.6445093221109288,0.038522631130749094,0.06057714853370981,0.03033262737961779
HK_232,0.45148049027304005,0.5123004690909126,1.3628956031686286,0.40789632525124875,1.9724650391726382,0.7414590811998968,1.5546830639101707,0.8483921377026086,0.6757923881353874,1.6913144802750335,0.6648419675587308,0.34777995812060436,1.5258104583134542,1.9992072598673483,0.6269216083879197,0.24846400905695135,0.8637228119002515,0.84248841435407,0.7183776022185068
WEAK_072,0.05099976918370039,0.05636609761862724,0.042034522766225636,0.029710113673787758,0.030952240645821687,0.019967845684431627,0.020822900247186988,1.0912913824545092,0.012744041067399325,0.016672409571829357,0.12117460358971097,0.02826780707407464,0.803780971336745,1.9748030308421318,0.04498067873425119,0.5802252302507408,0.4801407883273919,0.0623003871031412,0.014103995182765013
WEAK_165,0.03731351599516793,0.012894368378950525,0.014136190319686322,0.009340280870376578,0.012198438039463048,0.018881913991423905,0.03423659387372452,0.0152883397678518,0.0348251014338769,0.010752503319394228,0.02738672196606654,0.09072489297752191,0.018980153042326153,0.32686965179618205,0.013616180299902182,0.012016939353619973,0.100821839390513,0.019323508136745306,0.022593688274859594
WEAK_094,0.00946800520201534,0.07604593868888879,0.3446108816541958,0.11182029286141806,0.0767865823420471,0.026738130675465075,0.04420157998831577,0.014862875782234882,0.05620794995404803,0.034318230474274215,0.026150233116800554,0.04608363420920118,0.2644711253505185,1.156305923015239,0.07404188736163379,0.18506076941095917,0.00845466866060233,0.035433246034777294,0.09329472861454222
HK_049,0.5402896623568828,1.315455924657837,0.7760368693812908,0.8608093829006688,0.9881182186646682,0.973064027561863,1.265625170437517,1.2232199345480672,1.325423611718619,2.081955507972469,1.654728446053127,1.1628883314477325,1.7553869488022817,15.116337298684533,1.115754945843737,2.5130667984190027,2.5903393682637184,1.1397145017198267,0.9432781813453965
WEAK_039,0.027849484202909867,0.05005458859535002,0.02714583060470114,0.00959050976413356,0.01286263185997687,0.04116387061595508,0.04463398614135551,0.5318678357249382,0.07532690643785696,0.0234097354040424,0.03138720480519934,0.010331495135107126,0.027892583141965275,0.5768422620225294,0.17575896966921728,0.45404704459979295,0.010969860447372585,0.01566294020984564,0.005960056246497563
